text_fi,text_sv
Viestintävirasto oli katsonut teleyrityksen edelleen olevan huomattava markkinavoiman (HMV) yrityksen asemassa päätöksessä yksilöidyillä alueilla ja asettanut teleyritykselle viestintämarkkinalain nojalla useita huomattavan markkinavoiman velvollisuuksia.,Kommunikationsverket hade vidare ansett att teleföretaget fortfarande hade betydande marknadsinflytande på de områden som definierades i beslutet och med stöd av kommunikationsmarknadslagen fastställt flera sådana skyldigheter för företaget som kan fastställas för ett företag med betydande marknadsinflytande.
"Hallinto-oikeus hylkäsi Veronsaajien oikeudenvalvontayksikön ennakkoratkaisusta tekemän valituksen ja totesi muun ohella, että avio-oikeus on puolison suojaksi luotu siviilioikeudellinen järjestelmä.",Förvaltningsdomstolen avslog de besvär som Enheten för bevakning av skattetagarnas rätt anförde med anledning av förhandsavgörandet och konstaterade bland annat att giftorätten är ett civilrättsligt arrangemang som skapats för att skydda en make.
"Avioliittolaissa ei ole määrätty osituspakkoa, eikä laki aseta estettä sille, että puoliso luopuu vaatimasta tasinkoa.",I äktenskapslagen föreskrivs inte om något tvång att förrätta avvittring och lagen ställer inga hinder för att en make avstår från att yrka utjämning.
"Avioliittolain ositusta koskevat säännökset ovat dispositiivisia, joten puolisoilla on oikeus jakaa omaisuutensa muullakin tavalla kuin puolittamisperiaatteen mukaisesti.","Äktenskapslagens bestämmelser om avvittring är dispositiva, varför makarna har rätt att dela sin egendom även på annat sätt än enligt principen att vardera ska få hälften."
Puolison avio-oikeuden nojalla osituksessa saama omaisuus on lahjaverosta vapaata.,Den egendom som vid avvittringen tillfaller en make med stöd av giftorätten är fri från gåvoskatt.
"Vastaavasti voidaan katsoa, ettei olemassa olevan tilanteen pysyttäminenkään eli avio-oikeuteen perustuvan tasinko-oikeuden käyttämättä jättäminen muodosta perustetta lahjaverotukselle.","På motsvarande sätt kan man anse att någon grund att gåvobeskatta inte uppstår när situationen hålls oförändrad, det vill säga när den ena maken inte utnyttjar sin rätt att yrka utjämning vid den avvittring som verkställs efter äktenskapsskillnaden."
"Sitä, että A luopuu vaatimasta tasinkoa avioeron jälkeen toimitettavassa osituksessa, ei edellä lausuttuun ja myös siihen nähden, ettei asiassa ole osoitettu A:n nimenomaisena tarkoituksena olevan antaa varallisuutta lahjana B:lle, voida pitää A:n B:lle antamana perintö- ja lahjaverolain 18 §:n 1 momentissa tarkoitettuna veronalaisena lahjana.","Med hänvisning till det ovan anförda och när i ärendet inte har visats att det skulle ha varit A:s uttryckliga avsikt att ge B en gåva av sin egendom, kan den omständigheten att A avstår från att yrka utjämning vid den avvittring som verkställs efter äktenskapsskillnaden inte betraktas som en sådan skattepliktig gåva från A till B som avses i 18 § 1 mom. i lagen om skatt på arv och gåva."
"Asiaa ratkaistaessa ei ole merkitystä sillä, täyttyvätkö tapauksessa avioliittolain osituksen sovittelua koskevat edellytykset.",Huruvida det enligt bestämmelserna i äktenskapslagen finns förutsättningar att jämka avvittringen saknar betydelse för detta avgörande.
Korkein hallinto-oikeus ei muuttanut hallinto-oikeuden päätöstä.,Högsta förvaltningsdomstolen ändrade inte förvaltningsdomstolens beslut.
"Verotuksen oikaisulautakunta hyväksyi A:n verotuksessa osakkeiden myynnistä kertyneeksi vähennyskelpoiseksi luovutustappioksi sen osan myyntitappiosta, joka vastasi osakkeiden pörssikurssin laskua niiden ostopäivästä myyntipäivään.",Skatterättelsenämnden godkände som avdragsgill överlåtelseförlust den del av försäljningsförlusten som motsvarade nedgången i aktiernas börskurs mellan inköps- och försäljningsdagen.
Oikaisulautakunta sen sijaan hylkäsi oikaisuvaatimuksen siltä osin kuin sanotuista osakkeista kertynyt myyntitappio oli aiheutunut myyntipäivän pörssikurssin alle jääneistä myyntihinnoista.,Däremot avslog skatterättelsenämnden A:s omprövningsbegäran till den del som försäljningsförlusten för de nämnda aktierna hade berott på att försäljningen hade skett till priser som understeg aktiernas börskurs på försäljningsdagen.
"Oikaisulautakunta hylkäsi oikaisuvaatimuksen lisäksi siltä osin kuin se koski osakkeita, joiden hankintapäivän pörssikurssin mukainen hankintameno oli myyntipäivän pörssikurssin mukaista arvoa alhaisempi.",Skatterättelsenämnden avslog också omprövningsbegäran till den del som den gällde aktier vilkas anskaffningsvärde enligt börskursen på anskaffningsdagen understeg deras värde enligt börskursen på försäljningsdagen.
"Hallinto-oikeus hylkäsi A:n valituksen, jossa oli vaadittu osakkeiden myynnistä kertyneen tappion hyväksymistä kokonaisuudessaan verotuksessa vähennyskelpoiseksi.","Förvaltningsdomstolen avslog A:s besvär, i vilka A hade yrkat att hela den förlust som uppstått genom försäljningen av aktierna skulle godkännas som avdragsgill vid beskattningen."
Korkein hallinto-oikeus hylkäsi A:n hallinto-oikeuden päätöksestä tekemän valituksen.,Högsta förvaltningsdomstolen avslog A:s besvär över förvaltningsdomstolens beslut.
Kunnan kiinteistö- ja vuokraustoiminnan yhtiöittämistä sekä kiinteistö- ja vuokraustoimintaa harjoittavien yhtiöiden osakekantojen siirtämistä kunnan kokonaan omistamalle holdingyhtiölle ei voitu pitää elinkeinotulon verottamisesta annetun lain 52 d §:n 1 momentissa tarkoitettuna liiketoimintasiirtona eikä siihen voitu soveltaa varainsiirtoverolain 43 §:n 1 momentissa tarkoitettua veronhuojennusta.,Bolagisering av en kommuns fastighets- och hyresverksamhet samt överföring av aktiestocken i bolag som bedrev fastighets- och hyresverksamhet till ett holdingbolag där kommunen var ensam ägare kunde inte betraktas som en sådan verksamhetsöverlåtelse som avses i 52 d § 1 mom. i lagen om beskattning av inkomst av näringsverksamhet och bestämmelsen om skattelättnad i 43 § 1 mom. i lagen om överlåtelseskatt kunde inte tillämpas.
Korkein hallinto-oikeus oli vuonna 2008 antamallaan päätöksellä hylännyt A:n valituksen veronkorotuksen perusteen ja prosenttimäärän osalta mutta palauttanut asian verotusarvon osalta Tullin käsiteltäväksi.,"Högsta förvaltningsdomstolen hade med sitt beslut 2008 avslagit A:s besvär till den del som besvären gällde grunden för skatteförhöjningen och skatteprocenten, men återvisat ärendet till Tullen för ny handläggning till den del som det var fråga om bilens beskattningsvärde."
A valitti Tullin muutospäätöksestä hallinto-oikeuteen ja vaati muun ohella veronkorotuksen poistamista vedoten hallintolainkäyttölain 53 a §:n säännökseen taloudellisen seuraamuksen alentamisesta tai poistamisesta asian käsittelyn viivästymisen johdosta.,A överklagade Tullens ändringsbeslut hos förvaltningsdomstolen och yrkade bland annat att skatteförhöjningen skulle avlyftas med hänvisning till bestämmelsen i 53 a § i förvaltningsprocesslagen om nedsättning eller undanröjning av ekonomisk påföljd till följd av dröjsmål.
"Hallinto-oikeus jätti vuonna 2011 antamassaan päätöksessä A:n vaatimuksen veronkorotuksen poistamisen osalta tutkimatta, koska veronkorotus oli sekä perusteen että määrän osalta tullut lainvoimaiseksi korkeimman hallinto-oikeuden vuonna 2008 antaman päätöksen johdosta.",Förvaltningsdomstolen avvisade år 2011 A:s yrkande om avlyftande av skatteförhöjningen på den grunden att skatteförhöjningen såväl till sin grund som sitt belopp hade vunnit laga kraft genom högsta förvaltningsdomstolens beslut år 2008.
Hallinto-oikeus alensi A:n valituksen johdosta auton verotusarvoa ja veroprosenttia.,Med anledning av besvären satte förvaltningsdomstolen ner beskattningsvärdet och skatteprocenten.
"Korkein hallinto-oikeus katsoi, että pääasian ollessa edelleen vireillä korkeimman hallinto-oikeuden aiemmin antama päätös, johon sisältyi myös kannanotto veronkorotuksesta, ei estänyt hallintolainkäyttölain 53 a §:n soveltamista asiaa uudelleen käsiteltäessä.","Högsta förvaltningsdomstolen ansåg att när huvudsaken fortfarande var anhängig, hindrade högsta förvaltningsdomstolens tidigare beslut, som även innehöll ett ställningstagande till skatteförhöjningen, inte tillämpning av 53 a § i förvaltningsprocesslagen vid den nya handläggningen av saken."
Asian käsittelyn katsottiin viivästyneen mainitussa säännöksessä tarkoitetulla tavalla eikä viivästyksen katsottu aiheutuneen A:n toiminnasta.,Högsta förvaltningsdomstolen ansåg att handläggningen hade fördröjts på det sätt som avses i nämnda lagrum och att dröjsmålet inte hade berott på A:s förfarande.
"A:lle määrätty 2 013,55 euron suuruinen veronkorotus poistettiin kokonaan.","Högsta förvaltningsdomstolen undanröjde helt den skatteförhöjning som A påförts och som uppgick till 2 013,55 euro."
Kalastusalueen kokous oli päätöksellään kieltänyt solmuväliltään 41 - 54 mm:n verkkojen käytön tietyllä vesialueella viiden vuoden ajaksi.,Ett fiskeområdes stämma hade beslutat att på ett bestämt vattenområde för fem års tid förbjuda användningen av nät med maskvidden 41 - 54 mm.
"Samalla oli päätetty, että tarvittaessa kalastusalueen hallitus voi myöntää ammattikalastajille oikeuden poiketa näistä määräyksistä.",Samtidigt hade stämman beslutat att fiskeområdets styrelse vid behov skulle kunna ge yrkesfiskare rätt att avvika från denna begränsning.
"Sosiaali- ja terveyslautakunnan alaisen viranhaltijan toimeentulotukiasiassa tekemään päätökseen liitetyn oikaisuvaatimusohjeen mukaan oikaisuvaatimus tuli toimittaa kaupungin kirjaamoon siten, että se ehtii perille viimeistään oikaisuvaatimusajan viimeisenä päivänä ennen viraston aukioloajan päättymistä.","Enligt den anvisning om rättelseyrkande som en tjänsteinnehavare som lydde under social- och hälsovårdsnämnden hade fogat till sitt beslut i ett ärende som gällde utkomststöd skulle ett yrkande om rättelse (omprövning) av beslutet lämnas till stadens registratorskontor så, att det var framme inom ämbetsverkets öppettid senast den sista dagen av den för rättelseyrkande bestämda tiden."
"Asiassa oli kysymys siitä, oliko kaupungin sosiaali- ja terveyslautakunnan tullut jättää myöhästyneenä tutkimatta oikaisuvaatimus, joka oli toimitettu kaupungin ylläpitämään julkisen hallinnon yhteispalvelusta annetun lain mukaiseen yhteispalvelupisteeseen määräajan viimeisenä päivänä kello 17, josta se oli saapunut kaupungin kirjaamoon kaksi päivää myöhemmin.","Frågan gällde huruvida social- och hälsovårdsnämnden borde ha avvisat ett rättelseyrkande utan att pröva det, när yrkandet hade anlänt kl. 17 till kommunens i lagen om samservice inom den offentliga förvaltningen avsedda samservicekontor, varifrån yrkandet sänts vidare till stadens registratorskontor, dit det anlänt två dagar senare."
Oikeusapulain 17 §:n 1 momentin mukaan yksityiselle avustajalle vahvistetaan kohtuullinen palkkio tarpeellisista toimenpiteistä niihin käytetyn ajan perusteella.,Enligt 17 § 1 mom. i rättshjälpslagen fastställs för ett privat biträde ett skäligt arvode för de behövliga åtgärderna enligt tidsåtgång.
Palkkion määräämistä varten avustajan on esitettävä yksityiskohtainen selvitys suorittamistaan toimenpiteistä.,För att arvodet ska kunna bestämmas ska biträdet lägga fram en detaljerad utredning om de åtgärder han eller hon har vidtagit i saken.
"Edellä tarkoitetun momentin mukaan valtioneuvoston asetuksella säädetään muun ohella tarkemmin niistä toimenpiteistä, joista palkkiota maksetaan, sekä tuntipalkkion suuruudesta.",Enligt ovan nämnda moment föreskrivs genom förordning av statsrådet närmare om de åtgärder för vilka arvode betalas samt storleken av timarvodet.
"Oikeusavun palkkioperusteista annetun valtioneuvoston asetuksen (290/2008) 6 §:ssä säädettyä avustajan tuntipalkkion määrää oli 1.1.2014 voimaan tulleella valtioneuvoston asetuksella 820/2013 muutettu siten, että tuntipalkkio oli korotettu 100 eurosta 110 euroon.","Beloppet av det timarvode om vilket föreskrivs i 6 § i (290/2008) i statsrådets förordning om grunderna för arvoden vid rättshjälp hade med en förordning av statsrådet (820/2013), som trätt i kraft 1.1.2014, ändrats så att timarvodet hade höjts från 100 euro till 110 euro."
Valtioneuvoston asetukseen 820/2013 ei sisältynyt siirtymäsäännöksiä.,I statsrådets förordning (820/2013) ingick inga övergångsbestämmelser.
"Asian ovat ratkaisseet presidentti Pekka Vihervuori sekä hallintoneuvokset Sakari Vanhala, Eija Siitari, Alice Guimaraes-Purokoski ja Tuomas Lehtonen.","Ärendet har avgjorts av president Pekka Vihervuori samt förvaltningsråden Sakari Vanhala, Alice Guimaraes-Purokoski och Tuomas Lehtonen."
Asian esittelijä Marja-Liisa Judström.,Föredragande Marja-Liisa Judström.
A työskenteli keskussairaalan nuorisopsykiatrian poliklinikalla kliinisenä psykologina.,A arbetade som klinisk psykolog vid den ungdomspsykiatriska polikliniken vid ett centralsjukhus.
Hän oli vuonna 2008 aloittanut psykoterapeutin ammattinimikkeen käyttöön oikeuttavat terveydenhuollon ammattihenkilöistä annetun asetuksen mukaiset opinnot.,Han hade år 2008 inlett de studier som enligt förordningen om yrkesutbildade personer inom hälso- och sjukvården krävdes för att man skulle få använda yrkesbeteckningen psykoterapeut.
Saadun selvityksen mukaan A:n psykoterapeuttikoulutus oli hänen työssään tarpeellinen.,Enligt utredningen behövde A psykoterapeututbildningen i sitt arbete.
"Korkein hallinto-oikeus kumosi Veronsaajien oikeudenvalvontayksikön valituksesta hallinto-oikeuden päätöksen, jolla A:n kustannettavaksi jäänyt osuus koulutusmenoista oli katsottu A:n tulon hankkimisesta tai säilyttämisestä johtuneiksi vähennyskelpoisiksi menoiksi.","På besvär av Enheten för bevakning av skattetagarnas rätt upphävde högsta förvaltningsdomstolen förvaltningsdomstolens beslut, enligt vilket den andel av utbildningsutgifterna som A själv skulle svara för hade betraktats som avdragsgilla utgifter för förvärvande och bibehållande av inkomst."
"Koska koulutuksesta seurasi oikeus käyttää psykoterapeutin nimikesuojattua ammattinimikettä, mikä oikeus ei ollut sidoksissa ammattihenkilön kulloiseenkin työpaikkaan, koulutuksesta aiheutuneet kustannukset katsottiin A:n vähennyskelvottomiksi elantomenoiksi.","Eftersom utbildningen gav rätt att använda den skyddade yrkesbeteckningen psykoterapeut och denna rätt inte var bunden till arbetsplatsen, ansågs utbildningsutgifterna vara icke avdragbara levnadskostnader för A."
"Niillä yksilöllisillä olosuhteilla, joissa psykoterapeuttikoulutus tapahtui ja ammattinimikkeen käyttöoikeus saavutettiin, ei ollut asiassa merkitystä.",De enskilda förhållanden under vilka psykoterapeututbildningen meddelades och rätten att använda yrkesbeteckningen förvärvades saknade betydelse i sammanhanget.
Verovuosi 2009.,Skatteåret 2009.
"Päätöksen tiedoksiantomenettelyssä oli tapahtunut virhe siltä osin kuin kaavan hyväksymistä koskeva päätöspöytäkirja oli asetettu yleisesti nähtäville ilman, että pöytäkirjan nähtävänä pitämisestä olisi ennakolta ilmoitettu kunnan ilmoitustaululla.",Vid delgivningen av ett beslut hade det skett ett sådant fel i förfarandet att det protokoll som innehöll beslutet om godkännandet av en plan hade lagts fram offentligt utan att man i förväg på kommunens anslagstavla hade informerat om att protokollet skulle komma att hållas framlagt.
"Tapahtunutta virhettä ei poistanut se, että valituksenalaisen päätöksen pöytäkirjan nähtäville asettamisesta oli ennalta ilmoitettu kunnanvaltuuston päättämässä paikkakunnalla ilmestyvässä sanomalehdessä.",Felet avhjälptes inte av att ett meddelande om framläggningen av protokollet med det överklagade beslutet i förväg hade publicerats i en tidning som kommunfullmäktige bestämt och som utkom på orten.
"Tällä virheellä ei kuitenkaan ollut ELY-keskuksen valitusaikaa laskettaessa merkitystä, koska ELY-keskus kaavoitusta valvovana viranomaisena ei valitusosoituksessa olleen virheen vuoksi ollut voinut päätyä virheelliseen käsitykseen valitusajan alkamisesta tai siitä, miten valitusaika laskettiin.","Detta fel saknade dock betydelse vid beräkningen av den besvärstid som gällde för NTM-centralen, eftersom NTM-centralen i egenskap av myndighet som utövade tillsyn över planläggningen inte till följd av felet i besvärsanvisningen kunde ha fått felaktig uppfattning om när besvärstiden började eller hur den räknades."
Edellä lausuttuun nähden hallinto-oikeuden ei olisi tullut tutkia ELY-keskuksen valitusta.,Med hänsyn till vad som anförts ovan borde förvaltningsdomstolen inte ha prövat NTM-centralens besvär.
Tämän vuoksi hallinto-oikeuden päätös oli kumottava ja ELY-keskuksen hallinto-oikeudelle tekemä valitus jätettävä tutkimatta.,Förvaltningsdomstolens beslut skulle därför upphävas och NTM-centralens besvär till förvaltningsdomstolen avvisas utan att prövas i sak.
Valituslupahakemus olisi näin ollen tullut toimittaa korkeimpaan hallinto-oikeuteen viimeistään tiistaina 28.1.2014.,Ansökan om besvärstillstånd borde således ha varit framme hos högsta förvaltningsdomstolen senast tisdagen 28.1.2014.
Hakemus on saapunut korkeimpaan hallinto-oikeuteen keskiviikkona 29.1.2014 ja siis valitusajan päätyttyä.,Ansökan hade anlänt till högsta förvaltningsdomstolen 29.1.2014 och således efter besvärstidens utgång.
"Valitusajan laskemiseen ei vaikuttanut se, että tiedoksisaantipäivä oli sunnuntai.",Den omständigheten att dagen för delfåendet hade varit en söndag påverkade inte beräkningen av besvärstiden.
"Asian ovat ratkaisseet presidentti Pekka Vihervuori sekä hallintoneuvokset Hannele Ranta-Lassila, Timo Viherkenttä, Leena Äärilä ja Vesa-Pekka Nuotio.","Ärendet har avgjorts av president Pekka Vihervuori och förvaltningsråden Hannele Ranta-Lassila, Timo Viherkenttä, Leena Äärilä och Vesa-Pekka Nuotio."
Asian esittelijä Mia Ekman.,Föredragande Mia Ekman.
A ry toimi jäsenyritystensä hyväksi harjoittamalla yleistä elinkeino- ja työvoimapoliittista edunvalvontaa.,Föreningen A rf arbetade för sina medlemsföretags bästa genom allmän närings- och arbetskraftspolitisk intressebevakning.
Jäsenmaksun maksaminen oikeutti jäsenet käyttämään kaikkia näitä palveluja.,Medlemsavgiften gav medlemmarna rätt att använda sig av samtliga dessa tjänster.
Yhdistyksen tulot muodostuivat pääasiassa jäsenmaksuista.,Sina inkomster fick föreningen huvudsakligen från medlemsavgifterna.
A ry:n pääasiallisena tarkoituksena oli sen jäsenten yleisten etujen ajaminen.,A rf:s huvudsakliga syfte var att driva sina medlemmars allmänna intressen.
Yhdistyksen toiminnan luonteen vuoksi jäsenten maksamaa jäsenmaksua ei voitu kohdistaa mihinkään tiettyyn yhdistyksen suorittamaan palveluun eikä yhdistyksen toiminnan ja sen yksittäiselle jäsenelle koituvan hyödyn välillä ollut suoraa tai välitöntä yhteyttä.,Föreningens verksamhet var av sådan art att den medlemsavgift som medlemmarna betalade inte kunde hänföras till någon särskild tjänst som föreningen utförde och det fanns inte något direkt eller omedelbart samband mellan föreningens verksamhet och den nytta som den medförde för en enskild medlem.
"Koska jäsenen maksaman jäsenmaksun ja jäsenmaksuun sisältyvien yhdistyksen suorittamien palvelujen välillä ei ollut suoraa tai välitöntä yhteyttä, jäsenmaksu ei ollut vastiketta yhdistyksen jäsenelle suorittamista palveluista.","Eftersom ett direkt eller omedelbart samband saknades mellan den medlemsavgift som medlemmen betalade och de tjänster som föreningen utförde och som ingick i medlemsavgiften, var medlemsavgiften inte ett vederlag för de tjänster som föreningen utförde åt sina medlemmar."
Jäsenkohtaisten palvelujen ei katsottu muodostavan erillistä ja itsenäistä toimintaa A ry:n jäsenmaksuilla katettavaan edunvalvontatoimintaan nähden.,De tjänster som föreningen utförde åt enskilda medlemmar ansågs inte utgöra en separat och självständig verksamhet som kunde skiljas från den intressebevakning som A rf bedrev och som finansierades med medlemsavgifterna.
"Jäsenmaksun jakamista siten, että osan siitä olisi katsottu kohdistuvan verollisiin jäsenkohtaisiin palveluihin, pidettiin keinotekoisena.",En uppdelning av medlemsavgiften så att en del skulle anses hänföra sig till skattepliktiga tjänster som föreningen tillhandahöll enskilda medlemmar ansågs vara konstlad.
A ry:n jäsenmaksua vastaan harjoittama toiminta ei ollut arvonlisäverolain 1 §:n 1 momentin 1 kohdassa tarkoitettua liiketoimintaa eikä arvonlisäverodirektiivin 9 artiklan 1 kohdassa tarkoitettua taloudellista toimintaa.,Den verksamhet som A rf utförde mot medlemsavgiften var inte sådan rörelsemässig verksamhet som avses i 1 § 1 mom. 1 punkten i mervärdesskattelagen eller sådan ekonomisk verksamhet som avses i artikel 9.1 i mervärdesskattedirektivet.
Yhdistys ei siten voinut käsitellä jäsenmaksuja miltään osin arvonlisäverollisina.,Föreningen kunde således inte till någon del behandla medlemsavgifterna som mervärdesskattepliktiga inkomster.
Hallinto-oikeus oli vastaselityspyynnön yhteydessä pyytänyt asiamiestä toimittamaan hallinto-oikeudelle valtakirjan.,Förvaltningsdomstolen hade i samband med begäran om genmäle uppmanat ett ombud att lämna förvaltningsdomstolen sin fullmakt.
"Asiamies oli toimittanut vastaselityksen, mutta ei valtakirjaa.","Ombudet hade lämnat genmäle, men inte fullmakt."
"Sen jälkeen asiamies oli toimittanut vielä lisäselvitystä hallinto-oikeuteen, ja tiedustellut myös puhelimitse asian käsittelyn aikataulua.",Därefter hade ombudet tillställt förvaltningsdomstolen ytterligare utredning i ärendet och även per telefon förhört sig om handläggningstiden.
Hallinto-oikeudesta ei ollut enää viitattu puuttuvaan valtakirjaan.,Förvaltningsdomstolen hade inte upprepat sitt påpekande om att fullmakten saknades.
Hallinto-oikeus oli jättänyt valituksen valtakirjan puuttumisen vuoksi tutkimatta.,Förvaltningsdomstolen hade avvisat besvären på den grunden att fullmakt saknades och inte prövat dem i sak.
Hallintotuomioistuimen velvollisuutena on vireille tulleessa asiassa mahdollisimman aikaisessa vaiheessa tutkia kaikkien prosessinedellytysten olemassaolo.,"När ett ärende blir anhängigt i en förvaltningsdomstol, är det domstolens skyldighet att i ett så tidigt skede som möjligt utreda om samtliga processförutsättningar föreligger."
Näin ollen puuttuvaa valtakirjaakin olisi tullut ensisijaisesti tiedustella asiamieheltä jo ennen valituksen lähettämistä Maahanmuuttovirastoon lausunnon antamista varten.,Följaktligen borde domstolen i första hand ha frågat ombudet om fullmakten redan innan besvären sändes till Migrationsverket för utlåtande.
"Pyydettäessä valtakirjaa olisi pyyntöön niin ikään tullut selvyyden vuoksi liittää uhka mahdollisesta tutkimatta jättämisestä nimenomaan sillä perusteella, että valtakirjaa ei toimiteta.",Till sin begäran om att fullmakten skulle lämnas borde förvaltningsdomstolen för tydlighetens skulle ha fogat ett hot om att ärendet kunde avvisas utan att prövas i sak uttryckligen på den grunden att ingen fullmakt lämnats till domstolen.
A oli sairastanut kaksi aivoverenvuotoa kesällä 2010.,A hade drabbats av två hjärnblödningar sommaren 2010.
Palvelusuunnitelman mukaan hän tarvisi apua kaikissa henkilökohtaisissa päivittäisissä toimissaan ja kodin ulkopuolella asioitaessa.,Enligt serviceplanen behövde han hjälp med samtliga personliga dagliga funktioner och med ärenden utanför hemmet.
"A:n kommunikointia vaikeutti erittäin vaikea-asteinen oraalinen ja verbaalinen apraksioireisto, jonka seurauksena puheen ja äänen tuotto oli kokonaan estynyt.","A:s kommunikation med omvärlden försvårades av synnerligen svår oral och verbal apraxi, som medförde att han inte alls kunde producera tal eller ljud."
Asiassa esitetyn selvityksen mukaan ulkopuolisen avustajan palkkaaminen oli osoittautunut vaikeaksi.,Enligt utredningen i ärendet hade det visat sig svårt att avlöna en utomstående person som assistent.
Sisaren todettiin kykenevän tulkitsemaan veljensä ilmeitä ja eleitä ja tämän tunnetiloja.,"Systern konstaterades kunna tolka sin brors miner, gester och känsloläge."
"Kun otettiin A:n sairaudesta ja vammaisuudesta saatu selvitys, hänen oma mielipiteensä, palvelusuunnitelmassa määritetty yksilöllinen avun tarve sekä hänen elämäntilanteensa kokonaisuudessaan huomioon, sisaren toimimista henkilökohtaisena avustajana oli pidettävä erityisen painavasta syystä A:n edun mukaisena.","Med hänsyn till den information som man fått om A:s sjukdom och handikapp, hans egen åsikt, hans individuella hjälpbehov, sådant det framgick av serviceplanen, samt hela hans livssituation, skulle det av särskilt vägande skäl anses vara förenligt med A:s intresse att systern fungerade som hans personliga assistent."
"Osayleiskaavaluonnoksen mukaiset aluevaraukset TP/res ja P osoittivat, että osaa määräalan alueesta suunniteltiin käytettäväksi yhdyskuntarakentamiseen.",Områdesreserveringarna TP/res och P visade att man planerade att använda en del av det outbrutna området för samhällsbyggande.
"Kun lisäksi otettiin huomioon määräalan sijainti noin 1,5 kilometrin etäisyydellä kaupungin keskustasta asemakaavoitetun alueen ja tiestön läheisyydessä sekä kaupunginhallituksen lähialueen kunnallisteknisistä järjestelyistä esittämä, etuosto-oikeuden käyttämiselle maan hankkimiseksi etuostolain 1 §:n 3 momentin mukaiseen yhdyskuntarakentamiseen oli ollut lainmukaiset edellytykset.","När man dessutom beaktade att det outbrutna området låg cirka 1,5 kilometer från stadens centrum, i närheten av ett detaljplanerat område och vägnätet, samt dessutom vad kommunstyrelsen hade anört om de kommunaltekniska arrangemangen på de närliggande områdena, hade det funnits lagenliga förutsättningar för sådant samhällsbyggande som avses i 1 § 3 mom. i förköpslagen."
"A, joka oli terveydenhuollon ammattihenkilöiden rekisteriin merkitty laillistettu psykologi ja psykoterapeutti, tarjosi konsultaatio- ja ohjauspalveluja suoraan potilastyöhön julkisen ja yksityisen sektorin aikuis-, lasten- ja nuorisopsykiatriseen toimintaan osallistuvalle terveydenhuollon henkilökunnalle joko yksityisesti tai potilaan hoitoon osallistuville työpareille ja tiimeille.","A, som var en i registret över yrkesutbildade personer inom hälso- och sjukvården införd legitimerad psykolog och psykoterapeut, tillhandahöll konsultations- och handledningstjänster för sådan hälsovårdspersonal som direkt deltog i patientarbetet inom den offentliga och privata sektorn av vuxen-, barn- och ungdomspsykiatrin, antingen enskilt eller åt personer som arbetade i par eller åt vårdteam."
Konsultaation ja ohjauksen tulokset välittyivät potilasta hoitavan henkilökunnan kautta yksittäisen potilaan terveydentilan selvittämiseen ja hoitoon.,Resultatet av konsultationen och handledningen förmedlades till utredningen och behandlingen av den enskilda patientens hälsotillstånd genom den personal som behandlade patienten.
"Vaikka A ei välittömästi osallistunutkaan itse potilaan hoitotyöhön, A:n potilasta hoitavalle henkilökunnalle antamat yksittäisiin potilaisiin tai potilastapauksiin liittyvät konsultaatio- ja ohjauspalvelut olivat sellaisia palveluja, joilla oli yhteys potilaan saamaan hoitoon.","Trots att A inte själv direkt deltog i arbetet med att behandla patienten, var de konsultations- och handledningstjänster som A tillhandahöll vårdpersonalen och vilka gällde behandlingen av en enskild patient eller patientfall sådana tjänster som hänförde sig till behandlingen av patienten."
"Palveluilla pyrittiin diagnosoimaan, hoitamaan ja mahdollisuuksien mukaan parantamaan sairauksia tai terveydellisiä poikkeavuuksia.","Genom dessa tjänster försökte man diagnostisera, behandla och såvitt möjligt bota sjukdomar eller brister i hälsan."
Konsultaatio- ja ohjauspalveluja oli siten pidettävä arvonlisäverolaissa ja arvonlisäverodirektiivissä 2006/112/EY tarkoitettuina verosta vapautettuina terveyden- ja sairaanhoitopalveluina.,Konsultations- och handledningstjänsterna skulle därför betraktas som sådana hälso- och sjukvårdstjänster som är befriade från skatt enligt mervärdesskattelagen och mervärdesskattedirektivet 2006/112/EG.
A:n ei ollut suoritettava näiden potilaiden hoitoon kohdistuvien palvelujen myynnistä arvonlisäveroa.,A skulle inte betala skatt för försäljningen av tjänster som hänförde sig till behandlingen av dessa patienter.
"Asian ovat ratkaisseet hallintoneuvokset Matti Halén, Eila Rother, Hannele Ranta-Lassila, Timo Viherkenttä ja Vesa-Pekka Nuotio.","Ärendet har avgjorts av förvaltningsråden Matti Halén, Eila Rother, Hannele Ranta-Lassila, Timo Viherkenttä och Vesa-Pekka Nuotio."
Asian esittelijä Marita Eeva.,Föredragande var Marita Eeva.
Ulkomaalaislain 94 §:n 3 momentin mukaan turvapaikkamenettelyn yhteydessä tutkitaan ja ratkaistaan oleskeluoikeuden myöntäminen myös muilla esille tulevilla perusteilla.,Enligt 94 § 3 mom. i utlänningslagen prövas och avgörs i samband med asylförfarandet beviljande av uppehållsrätt även på andra grunder som framkommer.
Ulkomaalaislain esitöiden mukaan (HE 28/2003 vp) näillä perusteilla tarkoitetaan ensisijaisesti kansainväliseen suojeluun liittyviä oleskelulupaperusteita.,Enligt förarbetena till utlänningslagen (RP 28/2003 rd) avses med dessa grunder främst sådana grunder för uppehållstillstånd som hänför sig till internationellt skydd.
